id,description,title,country,date_end,date_start,person,link,location,location_category,location_name
130,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-03T00:00:00,Dronning Sonja,,,slottet,
131,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-03T00:00:00,Dronning Sonja,,,slottet,
132,DD.MM. Kongen og Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen er til stede på en offisiell mottakelse i anledning Ungdoms-OL på Lillehammer (15.00).,Ungdoms-OL: Mottakelse,Norge,,2016-02-12T00:00:00,Dronning Sonja,,,inrikes,Norge
133,DD.MM. Kongen og Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen er til stede på en offisiell mottakelse i anledning Ungdoms-OL på Lillehammer (15.00).,Ungdoms-OL: Mottakelse,Norge,,2016-02-12T00:00:00,Dronning Sonja,,,inrikes,Norge
134,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-11T00:00:00,Dronning Sonja,,,slottet,
135,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-11T00:00:00,Dronning Sonja,,,slottet,
136,"H.M. Dronningen er til stede ved professor emeritus Thomas Thiis-Evensens foredrag ""Linstows kongebolig og den europeiske slottsarkitektur – Fra Versailles til Bellevuehøyden"", Slottskapellet (18.30).",Foredrag om slottsarkitekturen,Norge,,2016-02-09T00:00:00,Dronning Sonja,/nyhet.html?tid=134246&sek=26939,,slottet,
137,"DD.MM. Kongen og Dronningen, DD.KK.HH. Kronprinsen og Kronprinsessen og Prinsesse Astrid, fru Ferner, er til stede under world cup i nordiske grener i Holmenkollen.",Holmenkollen skifestival,Norge,,2016-02-07T00:00:00,Dronning Sonja,,,inrikes,Norge
138,H.K.H. Kronprinsregenten mottar utenriksråden i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-04T00:00:00,Dronning Sonja,,,slottet,
139,"H.M. Dronningen er til stede ved åpningen av utstillingen Nikolai Astrup: Painting Norway ved Dulwich Picture Gallery, London.",Nikolai Astrup: Painting Norway,Norge,,2016-02-03T00:00:00,Dronning Sonja,/nyhet.html?tid=134451&sek=26939,,inrikes,
140,"H.M. Kongen mottar skipssjef på KS Norge​, Geir Vidar Thorkildsen, i audiens. H.M. Dronningen vil også være til stede (11.15).",Audiens,Norge,,2016-02-01T00:00:00,Dronning Sonja,,,slottet,
141,H.M. Dronningen åpner Lillehammer Kunstmuseums nye tilbygg og utstillingene Borchgrevink og Weidemann/Haukeland (16.00).,Lillehammer kunstmusem,Norge,,2016-01-30T00:00:00,Dronning Sonja,/nyhet.html?tid=134413&sek=26939,,inrikes,Norge
142,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-28T00:00:00,Dronning Sonja,,,slottet,
143,DD.MM. Kongen og Dronningen holder lunsj for diplomater på Det kongelige slott (14.00),Offisiell lunsj,Norge,,2016-01-26T00:00:00,Dronning Sonja,,,slottet,
144,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Dronning Sonja,/nyhet.html?tid=133206&sek=26939,,slottet,
145,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Dronning Sonja,/nyhet.html?tid=133206&sek=26939,,slottet,
146,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Dronning Sonja,/nyhet.html?tid=133206&sek=26939,,slottet,
147,DD.MM. Kongen og Dronningen mottar gratulasjonsdeputasjoner på Det kongelige slott i anledning sitt 25-årsjubileum som Norges kongepar (11.00).,Kongepar i 25 år: Deputasjoner,Norge,,2016-01-15T00:00:00,Dronning Sonja,/nyhet.html?tid=131479&sek=26939,,slottet,
148,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Dronning Sonja,,,slottet,
149,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Dronning Sonja,,,slottet,
150,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Dronning Sonja,,,slottet,
151,"H.M. Dronningen besøker Longyearbyen, Svalbard 7. - 8. januar.",Besøker Longyearbyen,Norge,08/01/2016 00:00:00,2016-01-07T00:00:00,Dronning Sonja,/nyhet.html?tid=131132&sek=26939,,inrikes,Svalbard
152,H.K.H. Kronprinsen deltar på styremøte i Global Dignity (13.00).,Styremøte,Norge,,2016-04-19T00:00:00,Kronprins Haakon,,,utrikes,Japan
153,H.M. Kongen mottar sjef for Forsvarets operative hovedkvarter i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-18T00:00:00,Kronprins Haakon,,,slottet,
154,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-04-15T00:00:00,Kronprins Haakon,,,slottet,
155,H.M. Kongen mottar utenriksråden i audiens. H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-04-14T00:00:00,Kronprins Haakon,,,slottet,
156,"H.K.H. Kronprinsen åpner en internasjonale læringsfestivalen ""Inspiring Learning Life"" på Sundvolden Hotel, Hole (09.00).",Åpner konferanse om læring,Norge,,2016-04-13T00:00:00,Kronprins Haakon,,,utrikes,Indien
157,H.M. Kongen mottar generalinspektøren for Heimevernet i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-11T00:00:00,Kronprins Haakon,,,slottet,
158,H.M. Kongen mottar generalinspektøren for Hæren i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-04T00:00:00,Kronprins Haakon,,,slottet,
159,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-04-01T00:00:00,Kronprins Haakon,,,slottet,
160,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-31T00:00:00,Kronprins Haakon,,,slottet,
161,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-31T00:00:00,Kronprins Haakon,,,slottet,
162,H.M. Kongen besøker Etterretningstjenesten. H.K.H. Kronprinsen vil også være til stede.,Etterretningstjenesten,Norge,,2016-03-30T00:00:00,Kronprins Haakon,,,inrikes,
163,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-03-18T00:00:00,Kronprins Haakon,,,slottet,
164,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-03-18T00:00:00,Kronprins Haakon,,,slottet,
165,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-17T00:00:00,Kronprins Haakon,,,slottet,
166,H.K.H. Kronprinsen holder foredrag på Nobels Fredssenter (09.00).,Foredrag,Norge,,2016-03-14T00:00:00,Kronprins Haakon,,,inrikes,
167,H.K.H. Kronprinsen holder foredrag på Nobels Fredssenter (09.00).,Foredrag,Norge,,2016-03-14T00:00:00,Kronprins Haakon,,,inrikes,
168,H.K.H. Kronprinsen holder foredrag på Nobels Fredssenter (09.00).,Foredrag,Norge,,2016-03-14T00:00:00,Kronprins Haakon,,,inrikes,
169,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-03-11T00:00:00,Kronprins Haakon,,,slottet,
170,"H.K.H. Kronprinsen er til stede på seminar med Trivselslederne, Lillestrøm (10.00).",Trivselsseminar,Norge,,2016-03-07T00:00:00,Kronprins Haakon,/nyhet.html?tid=134829&sek=26939,,inrikes,Norge
171,"H.K.H. Kronprinsen er til stede på seminar med Trivselslederne, Lillestrøm (10.00).",Trivselsseminar,Norge,,2016-03-07T00:00:00,Kronprins Haakon,/nyhet.html?tid=134829&sek=26939,,inrikes,Norge
172,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-03-04T00:00:00,Kronprins Haakon,,,slottet,
173,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-03T00:00:00,Kronprins Haakon,,,slottet,
174,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-03T00:00:00,Kronprins Haakon,,,slottet,
175,DD.KK.HH. Kronprinsen og Kronprinsessen besøker Furuset i bydelen Alna i Oslo (11.00).,Bydelsbesøk til Alna,Norge,,2016-03-01T00:00:00,Kronprins Haakon,/nyhet.html?tid=134788&sek=26939,,utrikes,USA
176,H.K.H. Kronprinsen legger ned grunnsteinen for det nye skvadronsbygget på Ørland (10.30).,Ørland hovedflystasjon,Norge,,2016-02-29T00:00:00,Kronprins Haakon,/nyhet.html?tid=134770&sek=26939,,inrikes,Norge
177,DD.KK.HH. Kronprinsen og Kronprinsessen er til stede i Wyllerløypa under X Games' siste dag i Oslo (18.00).,X Games,Norge,,2016-02-28T00:00:00,Kronprins Haakon,,,inrikes,Norge
178,H.K.H. Kronprinsregenten er til stede under Ungdoms-OL på Lillehammer 19. - 21. februar.,Ungdoms-OL,Norge,21/02/2016 00:00:00,2016-02-19T00:00:00,Kronprins Haakon,/nyhet.html?tid=134714&sek=26939,,inrikes,Norge
179,H.K.H. Kronprinsregenten mottar forsvarsministeren i audiens (10.45).,Fast audiens,Norge,,2016-02-19T00:00:00,Kronprins Haakon,,,slottet,
180,H.K.H. Kronprinsregenten mottar forsvarsministeren i audiens (10.45).,Fast audiens,Norge,,2016-02-19T00:00:00,Kronprins Haakon,,,slottet,
181,"H.K.H. Kronprinsregenten er til stede når vinnerbidragene i Global Dignitys bildekonkurranse stilles ut på Centralen, Oslo (16.00).",Global Dignitys bildekonkurranse,Norge,,2016-02-17T00:00:00,Kronprins Haakon,/nyhet.html?tid=134686&sek=26939,,inrikes,Norge
182,H.K.H. Kronprinsregenten er til stede under Ungdoms-OL på Lillehammer 14. - 16. februar.,Ungdoms-OL,Norge,16/02/2016 00:00:00,2016-02-14T00:00:00,Kronprins Haakon,,,inrikes,Norge
183,DD.MM. Kongen og Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen er til stede på en offisiell mottakelse i anledning Ungdoms-OL på Lillehammer (15.00).,Ungdoms-OL: Mottakelse,Norge,,2016-02-12T00:00:00,Kronprins Haakon,,,inrikes,Norge
184,DD.MM. Kongen og Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen er til stede på en offisiell mottakelse i anledning Ungdoms-OL på Lillehammer (15.00).,Ungdoms-OL: Mottakelse,Norge,,2016-02-12T00:00:00,Kronprins Haakon,,,inrikes,Norge
185,DD.KK.HH. Kronprinsen og Kronprinsessen er til stede under Ungdoms-OL på Lillehammer 11. - 14. februar.,Ungdoms-OL på Lillehammer,Norge,14/02/2016 00:00:00,2016-02-11T00:00:00,Kronprins Haakon,,,inrikes,Norge
186,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-11T00:00:00,Kronprins Haakon,,,slottet,
187,"H.K.H. Kronprinsen er til stede ved åpningen og utdelingen av Trygg bruk-prisen under Safer Internet Day 2016, Oslo (11.00).",Safer Internet Day 2016,Norge,,2016-02-09T00:00:00,Kronprins Haakon,/nyhet.html?tid=134533&sek=26939,,inrikes,Norge
188,"DD.MM. Kongen og Dronningen, DD.KK.HH. Kronprinsen og Kronprinsessen og Prinsesse Astrid, fru Ferner, er til stede under world cup i nordiske grener i Holmenkollen.",Holmenkollen skifestival,Norge,,2016-02-07T00:00:00,Kronprins Haakon,,,inrikes,Norge
189,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-02-05T00:00:00,Kronprins Haakon,,,slottet,
190,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-02-05T00:00:00,Kronprins Haakon,,,slottet,
191,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-02-05T00:00:00,Kronprins Haakon,,,slottet,
192,H.K.H. Kronprinsregenten mottar utenriksråden i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-04T00:00:00,Kronprins Haakon,,,slottet,
193,DD.KK.HH. Kronprinsregenten og Kronprinsessen er vertskap for Vismennenes Dag - en samling for unge ledere - på Skaugum (09.00).,Vismennenes dag,Norge,,2016-02-03T00:00:00,Kronprins Haakon,/nyhet.html?tid=134456&sek=26939,,inrikes,Norge
194,H.K.H. Kronprinsen deltar på styremøte i Global Dignity Norge (13.30).,Styremøte,Norge,,2016-02-01T00:00:00,Kronprins Haakon,,,inrikes,Norge
195,"H.K.H. Kronprinsen er til stede ved åpningen av Gründerskolen, Ole-Johan Dahls hus, Universitetet i Oslo.",Gründerskolen,Norge,,2016-01-29T00:00:00,Kronprins Haakon,/nyhet.html?tid=134403&sek=26939,,inrikes,Norge
196,H.K.H. Kronprinsen besøker virksomheter i Stranda kommune.,Besøk til Stranda,Norge,,2016-01-28T00:00:00,Kronprins Haakon,/nyhet.html?tid=134384&sek=26939,,inrikes,Norge
197,"H.K.H. Kronprinsen er til stede ved konferansen Teknologi og fremtidens arbeidsmarked, Folketeateret i Oslo.",Teknologi og fremtidens arbeidsmarked,Norge,,2016-01-27T00:00:00,Kronprins Haakon,/nyhet.html?tid=134366&sek=26939,,inrikes,Norge
198,"H.K.H. Kronprinsen er til stede ved konferansen Teknologi og fremtidens arbeidsmarked, Folketeateret i Oslo.",Teknologi og fremtidens arbeidsmarked,Norge,,2016-01-27T00:00:00,Kronprins Haakon,/nyhet.html?tid=134366&sek=26939,,inrikes,Norge
199,"H.K.H. Kronprinsen er til stede ved konferansen Teknologi og fremtidens arbeidsmarked, Folketeateret i Oslo.",Teknologi og fremtidens arbeidsmarked,Norge,,2016-01-27T00:00:00,Kronprins Haakon,/nyhet.html?tid=134366&sek=26939,,inrikes,Norge
200,"H.K.H. Kronprinsen er til stede ved åpningen av Norsk Skogmuseums utstilling Det fantastiske treet, Elverum (18.00).",Det fantastiske treet,Norge,,2016-01-26T00:00:00,Kronprins Haakon,/nyhet.html?tid=134351&sek=26939,,inrikes,Norge
201,H.K.H. Kronprinsen deltar ved den europeiske lanseringen av rapporten fra sannhetskommisjonen for Øst-Timor i Nobels Fredssenter.,Konferanse om Øst-Timor,Norge,,2016-01-25T00:00:00,Kronprins Haakon,/nyhet.html?tid=134333&sek=26939,,inrikes,
202,H.M. Kongen mottar utenriksråden i audiens (10.00). H.K.H. Kronprinsen vil også være til stede.,Fast audiens,Norge,,2016-01-21T00:00:00,Kronprins Haakon,,,slottet,
203,"DD.KK.HH. Kronprinsen og Kronprinsessen er til stede ved middagen i anledning the Circular Economic Awards, Davos",Circular Economic Awards,Norge,,2016-01-19T00:00:00,Kronprins Haakon,,,utrikes,Schweiz
204,DD.KK.HH. Kronprinsen og Kronprinsessen er til stede under World Economic Forum i Davos (18. - 20. januar).,World Economic Forum,Norge,20/01/2016 00:00:00,2016-01-18T00:00:00,Kronprins Haakon,/nyhet.html?tid=134235&sek=26939,,utrikes,Schweiz
205,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Kronprins Haakon,/nyhet.html?tid=133206&sek=26939,,slottet,
206,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Kronprins Haakon,/nyhet.html?tid=133206&sek=26939,,slottet,
207,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Kronprins Haakon,/nyhet.html?tid=133206&sek=26939,,slottet,
208,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Kronprins Haakon,,,slottet,
209,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Kronprins Haakon,,,slottet,
210,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Kronprins Haakon,,,slottet,
211,"H.K.H. Kronprinsen besøker Norsk Landbrukssamvirkes årlige konferanse Mat og landbruk, Clarion Hotel, Gardermoen (14.45).",Mat og landbruk,Norge,,2016-01-12T00:00:00,Kronprins Haakon,/nyhet.html?tid=131193&sek=26939,,utrikes,Ryssland
212,H.K.H. Kronprinsen møter frivillige til Ungdoms-OL på Lillehammer (16.30).,Frivillige til Ungdoms-OL,Norge,,2016-01-09T00:00:00,Kronprins Haakon,/nyhet.html?tid=131164&sek=26939,,inrikes,Norge
213,H.K.H. Kronprinsen møter frivillige til Ungdoms-OL på Lillehammer (16.30).,Frivillige til Ungdoms-OL,Norge,,2016-01-09T00:00:00,Kronprins Haakon,/nyhet.html?tid=131164&sek=26939,,inrikes,Norge
214,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-01-08T00:00:00,Kronprins Haakon,,,slottet,
215,H.K.H. Kronprinsen er til stede under NHOs Årskonferanse i Oslo Spektrum. Kronprinsen vil også være til stede under den påfølgende middagen (09.00).,NHOs Årskonferanse 2016,Norge,,2016-01-07T00:00:00,Kronprins Haakon,/nyhet.html?tid=131111&sek=26939,,inrikes,
